phecode,phecode_string,category,category_num
NS_333.54,Sleepwalking [somnambulism],Neurological,6
NS_333.55,Sleep terrors [night terrors],Neurological,6
NS_333.6,Sleep related movement disorders,Neurological,6
NS_333.61,Periodic limb movement disorder,Neurological,6
NS_333.62,Sleep related leg cramps,Neurological,6
NS_333.63,Sleep related bruxism,Neurological,6
NS_333.64,Restless legs syndrome,Neurological,6
NS_333.7,Narcolepsy,Neurological,6
NS_333.71,Narcolepsy with cataplexy,Neurological,6
NS_333.8,Sleep disturbances,Neurological,6
NS_334,Disorders of facial and cranial nerves,Neurological,6
NS_334.1,Trigeminal nerve disorders [CN5],Neurological,6
NS_334.11,Trigeminal neuralgia,Neurological,6
NS_334.12,Atypical face pain,Neurological,6
NS_334.2,Facial nerve disorders and weakness,Neurological,6
NS_334.21,Bell's palsy,Neurological,6
NS_334.22,Geniculate ganglionitis,Neurological,6
NS_334.23,Facial weakness,Neurological,6
NS_334.24,Clonic hemifacial spasm,Neurological,6
NS_334.25,Facial myokymia,Neurological,6
NS_334.3,Disorders of olfactory [1st] nerve,Neurological,6
NS_334.41,Third [oculomotor] nerve palsy,Neurological,6
NS_334.42,Fourth [trochlear] nerve palsy,Neurological,6
NS_334.44,Sixth [abducent] nerve palsy,Neurological,6
NS_334.5,Other disorders of glossopharyngeal [9th] nerve,Neurological,6
NS_334.6,Disorders of pneumogastric [10th] nerve,Neurological,6
NS_334.8,Disorders of hypoglossal [12th] nerve,Neurological,6
NS_334.9,Multiple cranial nerve palsies,Neurological,6
NS_335,Nerve root and plexus disorders,Neurological,6
NS_335.1,Nerve plexus lesions,Neurological,6
NS_335.2,Nerve root lesions,Neurological,6
NS_335.3,Neuralgic amyotrophy,Neurological,6
NS_335.4,Phantom limb (syndrome),Neurological,6
NS_336,Mononeuropathies,Neurological,6
NS_336.4,Mononeuritis of upper limb,Neurological,6
NS_336.41,Carpal tunnel syndrome,Neurological,6
NS_336.411,"Carpal tunnel syndrome, bilateral",Neurological,6
NS_336.5,Mononeuritis of lower limb,Neurological,6
NS_336.51,Lesion of sciatic nerve,Neurological,6
NS_336.52,Meralgia paresthetica,Neurological,6
NS_337,Polyneuropathies,Neurological,6
NS_337.2,Inflammatory polyneuropathy,Neurological,6
NS_337.21,Guillain-Barre syndrome [Acute infective polyneuritis],Neurological,6
NS_337.22,Chronic inflammatory demyelinating polyneuritis,Neurological,6
NS_337.3,Toxic polyneuropathy,Neurological,6
NS_337.4,Critical illness polyneuropathy,Neurological,6
NS_337.5,Polyneuropathy related to infections,Neurological,6
NS_337.6,Idiopathic progressive neuropathy,Neurological,6
NS_338,Myasthenia gravis and other myoneural disorders,Neurological,6
NS_338.1,Myasthenia gravis,Neurological,6
NS_338.2,Toxic myoneural disorders,Neurological,6
NS_338.3,Lambert-Eaton syndrome,Neurological,6
NS_339,Primary disorders of muscles,Neurological,6
NS_339.2,Myotonic disorders,Neurological,6
NS_339.4,Periodic paralysis,Neurological,6
NS_340,Myopathies,Neurological,6
NS_340.1,Critical illness myopathy,Neurological,6
NS_340.2,Toxic myopathy,Neurological,6
NS_340.3,Inflammatory and immune myopathies,Neurological,6
NS_341,Cerebral palsy and other paralytic syndromes,Neurological,6
NS_341.1,Cerebral palsy,Neurological,6
NS_341.11,Spastic cerebral palsy,Neurological,6
NS_341.12,Athetoid cerebral palsy,Neurological,6
NS_341.13,Ataxic cerebral palsy,Neurological,6
NS_341.2,Hemiplegia and hemiparesis,Neurological,6
NS_341.21,Flaccid hemiplegia,Neurological,6
NS_341.22,Spastic hemiplegia,Neurological,6
NS_341.23,Brown-Séquard syndrome,Neurological,6
NS_341.6,Cauda equina syndrome,Neurological,6
NS_341.9,Transient paralysis,Neurological,6
NS_342,Plegia and unspecified paralysis,Neurological,6
NS_342.1,Paraplegia/Diplegia,Neurological,6
NS_342.2,Quadriplegia,Neurological,6
NS_342.4,Monoplegia,Neurological,6
NS_343,Disorders of autonomic nervous system,Neurological,6
NS_343.1,Peripheral autonomic neuropathy,Neurological,6
NS_343.2,Autonomic dysreflexia,Neurological,6
NS_343.3,Complex regional pain syndrome,Neurological,6
NS_343.5,Horner's syndrome,Neurological,6
NS_343.6,Multi-system degeneration of the autonomic nervous system,Neurological,6
NS_343.7,Postural orthostatic tachycardia syndrome [POTS],Neurological,6
NS_344.1,Hydrocephalus,Neurological,6
NS_344.11,Communicating hydrocephalus,Neurological,6
NS_344.12,Obstructive hydrocephalus,Neurological,6
NS_344.13,(Idiopathic) normal pressure hydrocephalus,Neurological,6
NS_344.2,Benign intracranial hypertension,Neurological,6
NS_344.3,Cerebrospinal fluid leak,Neurological,6
NS_345,Encephalopathy,Neurological,6
NS_345.1,Toxic encephalopathy,Neurological,6
NS_345.2,Metabolic encephalopathy,Neurological,6
NS_345.3,Hypertensive encephalopathy,Neurological,6
NS_345.5,Posterior reversible encephalopathy syndrome,Neurological,6
NS_346,Brain damage and brain death,Neurological,6
NS_346.1,Postconcussion syndrome,Neurological,6
NS_346.2,Pseudobulbar affect,Neurological,6
NS_346.3,Anoxic brain damage,Neurological,6
NS_346.5,Compression of brain,Neurological,6
NS_346.6,Cerebral edema,Neurological,6
NS_347,Other disorders of the brain and CNS,Neurological,6
NS_347.1,Cerebral cysts,Neurological,6
NS_347.2,Disorders of meninges,Neurological,6
NS_347.21,Dural tear,Neurological,6
NS_347.3,Temporal sclerosis,Neurological,6
NS_348,Other diseases of spinal cord,Neurological,6
NS_348.1,Syringomyelia and syringobulbia,Neurological,6
NS_348.2,Myelopathies,Neurological,6
NS_348.21,Vascular myelopathies,Neurological,6
NS_348.4,Spinal cord compression,Neurological,6
NS_349,Disorder of nervous system,Neurological,6
NS_349.1,Abnormal findings on diagnostic test of central nervous system,Neurological,6
NS_349.12,Abnormal electroencephalogram [EEG],Neurological,6
NS_349.13,Abnormal findings on diagnostic imaging of skull and head,Neurological,6
NS_349.14,"White matter disease, unspecified",Neurological,6
NS_349.15,Intracranial space-occupying lesion found on diagnostic imaging of central nervous system,Neurological,6
NS_349.2,Abnormal results of function studies of peripheral nervous system,Neurological,6
NS_349.3,Nonspecific abnormal electromyogram [EMG],Neurological,6
NS_350,Other symptoms involving nervous  system,Neurological,6
NS_350.2,Meningismus,Neurological,6
NS_350.3,Abnormal reflex,Neurological,6
NS_350.4,Abnormal posture,Neurological,6
NS_350.5,Repeated falls,Neurological,6
NS_351,Disturbances of skin sensation,Neurological,6
NS_351.1,Anesthesia of skin,Neurological,6
NS_351.2,Hypoesthesia of skin,Neurological,6
NS_351.3,Paresthesia of skin,Neurological,6
NS_351.4,Hyperesthesia,Neurological,6
NS_352,Disturbances of sensation of smell and taste,Neurological,6
NS_352.1,Anosmia and Parosmia,Neurological,6
NS_352.2,Parageusia,Neurological,6
NS_354,Dizziness and giddiness,Neurological,6
NS_355,Coma and other alteration of consciousness,Neurological,6
NS_355.1,Coma,Neurological,6
NS_355.2,Alteration of consciousness,Neurological,6
NS_355.21,Transient alteration of awareness,Neurological,6
NS_356,Speech disturbance,Neurological,6
NS_356.1,Dysarthria,Neurological,6
NS_356.2,Aphasia and dysphasia,Neurological,6
NS_356.4,Slurred speech,Neurological,6
SO_360,Inflammation of eyelids,Sense organs,7
SO_360.1,Hordeolum,Sense organs,7
SO_360.2,Chalazion,Sense organs,7
SO_360.4,Blepharitis,Sense organs,7
SO_360.41,Ulcerative blepharitis,Sense organs,7
SO_360.42,Squamous blepharitis,Sense organs,7
SO_360.5,Noninfectious dermatoses of eyelid,Sense organs,7
SO_360.51,Eczematous dermatitis of eyelid,Sense organs,7
SO_360.52,Xeroderma of eyelid,Sense organs,7
SO_360.53,Allergic dermatitis of eyelid,Sense organs,7
SO_360.54,Discoid lupus erythematosus of eyelid,Sense organs,7
SO_360.6,Abscess of eyelid,Sense organs,7
SO_361,Disorders of eyelid function,Sense organs,7
SO_361.1,Entropion and trichiasis of eyelid,Sense organs,7
SO_361.12,Mechanical entropion,Sense organs,7
SO_361.13,Spastic entropion,Sense organs,7
SO_361.14,Cicatricial entropion,Sense organs,7
SO_361.15,Trichiasis of eyelid without entropion,Sense organs,7
SO_361.2,Lagophthalmos,Sense organs,7
SO_361.22,Mechanical lagophthalmos,Sense organs,7
SO_361.24,Cicatricial lagophthalmos,Sense organs,7
SO_361.25,Paralytic lagophthalmos,Sense organs,7
SO_361.3,Ptosis of eyelid,Sense organs,7
SO_361.32,Mechanical ptosis of eyelid,Sense organs,7
SO_361.33,Myogenic ptosis of eyelid,Sense organs,7
SO_361.35,Paralytic ptosis,Sense organs,7
SO_361.36,Brow ptosis,Sense organs,7
SO_361.4,Blepharochalasis,Sense organs,7
SO_361.5,Eyelid retraction,Sense organs,7
SO_361.6,Abnormal innervation syndrome of eyelid,Sense organs,7
SO_361.8,Blepharophimosis,Sense organs,7
SO_361.9,Ectropion of eyelid,Sense organs,7
SO_361.92,Mechanical ectropion,Sense organs,7
SO_361.93,Spastic ectropion,Sense organs,7
SO_361.94,Cicatricial ectropion,Sense organs,7
SO_362,Other disorders of the eyelids,Sense organs,7
SO_362.1,Xanthelasma of eyelid,Sense organs,7
SO_362.2,Hyperpigmentation of eyelid [Chloasma],Sense organs,7
SO_362.3,Hypertrichosis of eyelid,Sense organs,7
SO_362.4,Hypotrichosis of eyelid [Madarosis],Sense organs,7
SO_362.5,Cysts of eyelid,Sense organs,7
SO_362.6,Dermatochalasis of eyelid,Sense organs,7
SO_362.7,Edema of eyelid,Sense organs,7
SO_362.8,Meibomian gland dysfunction of eyelid,Sense organs,7
SO_363,Disorders of lacrimal system,Sense organs,7
SO_363.1,Dacryoadenitis,Sense organs,7
SO_363.2,Dry eye syndrome [Tear film insufficiency],Sense organs,7
SO_363.3,Lacrimal cysts,Sense organs,7
SO_363.4,Lacrimal atrophy,Sense organs,7
SO_363.5,Epiphora,Sense organs,7
SO_363.51,Epiphora due to excess lacrimation,Sense organs,7
SO_363.52,Epiphora due to insufficient drainage,Sense organs,7
SO_363.6,Inflammation of lacrimal passages,Sense organs,7
SO_363.61,Dacryocystitis,Sense organs,7
SO_363.62,Canaliculitis,Sense organs,7
SO_363.63,Lacrimal mucocele,Sense organs,7
SO_363.7,Stenosis and insufficiency of lacrimal passages,Sense organs,7
SO_365,Disorders of the orbit,Sense organs,7
SO_365.1,Enophthalmos,Sense organs,7
SO_365.2,Orbital edema or congestion,Sense organs,7
SO_365.3,Exophthalmos [Proptosis],Sense organs,7
SO_365.4,Orbital cysts,Sense organs,7
SO_365.5,Myopathy of extraocular muscles,Sense organs,7
SO_365.6,Deformity of orbit,Sense organs,7
SO_366,Disorders of conjunctiva,Sense organs,7
SO_366.1,Pterygium of eye,Sense organs,7
SO_366.2,Conjunctival degenerations and deposits,Sense organs,7
SO_366.21,Pinguecula,Sense organs,7
SO_366.3,Conjunctival scars,Sense organs,7
SO_366.4,Vascular abnormalities of conjunctiva,Sense organs,7
SO_366.42,Conjunctival hyperemia,Sense organs,7
SO_366.5,Conjunctival edema,Sense organs,7
SO_366.6,Conjunctival cysts,Sense organs,7
SO_367,Inflammation of the eye,Sense organs,7
SO_367.1,Conjunctivitis,Sense organs,7
SO_367.11,Follicular conjunctivitis,Sense organs,7
SO_367.12,Allergic conjunctivitis,Sense organs,7
SO_367.13,Blepharoconjunctivitis,Sense organs,7
SO_367.2,Keratitis,Sense organs,7
SO_367.21,Corneal ulcer,Sense organs,7
SO_367.22,Punctate keratitis,Sense organs,7
SO_367.3,Keratoconjunctivitis,Sense organs,7
SO_367.31,Keratoconjunctivitis sicca,Sense organs,7
SO_367.32,Neurotrophic keratoconjunctivitis,Sense organs,7
SO_367.4,Inflammation of orbit,Sense organs,7
SO_367.41,Cellulitis of orbit,Sense organs,7
SO_367.42,Granuloma of orbit,Sense organs,7
SO_367.5,Uveitis,Sense organs,7
SO_367.51,Panuveitis,Sense organs,7
SO_367.52,Iridocyclitis,Sense organs,7
SO_367.53,Chorioretinitis,Sense organs,7
SO_367.56,Vogt-Koyanagi-Harada Disease,Sense organs,7
SO_367.6,Episcleritis,Sense organs,7
SO_367.7,Scleritis,Sense organs,7
SO_367.8,Hypopyon,Sense organs,7
SO_367.9,Chorioretinal inflammation,Sense organs,7
SO_368,Disorders of sclera,Sense organs,7
SO_368.1,Scleral staphyloma,Sense organs,7
SO_368.2,Scleral ectasia,Sense organs,7
SO_369,Disorders of the cornea,Sense organs,7
SO_369.1,Corneal scars and opacities,Sense organs,7
SO_369.11,Peripheral opacity of cornea,Sense organs,7
SO_369.12,Central opacity of cornea,Sense organs,7
SO_369.14,Corneal pigmentations,Sense organs,7
SO_369.15,Corneal deposits,Sense organs,7
SO_369.2,Corneal edema,Sense organs,7
SO_369.3,Corneal neovascularization,Sense organs,7
SO_369.4,Corneal degenerations,Sense organs,7
SO_369.42,Recurrent erosion of cornea,Sense organs,7
SO_369.43,Band keratopathy,Sense organs,7
SO_369.44,Senile corneal changes including arcus senilis,Sense organs,7
SO_369.6,Corneal deformities,Sense organs,7
SO_369.61,Corneal ectasia,Sense organs,7
SO_369.62,Keratoconus,Sense organs,7
SO_369.7,Endothelial corneal dystrophy [Fuchs' dystrophy],Sense organs,7
SO_370,Disorders of iris and ciliary body,Sense organs,7
SO_370.1,Degeneration of iris and ciliary body,Sense organs,7
SO_370.11,Pigmentary iris degeneration,Sense organs,7
SO_370.2,"Cyst of iris, ciliary body and anterior chamber",Sense organs,7
SO_370.3,Vascular disorders of iris and ciliary body,Sense organs,7
SO_370.4,Adhesions and disruptions of iris and ciliary body,Sense organs,7
SO_370.41,Pupillary abnormalities,Sense organs,7
SO_370.6,Floppy iris syndrome,Sense organs,7
SO_371,Cataract,Sense organs,7
SO_371.1,Cortical age-related cataract,Sense organs,7
SO_371.21,Anterior subcapsular polar cataract,Sense organs,7
SO_371.22,Posterior subcapsular polar cataract,Sense organs,7
SO_371.3,Nuclear cataract,Sense organs,7
SO_371.4,"Cortical, lamellar, or zonular nonsenile cataract",Sense organs,7
SO_372,Disorders of lens (excluding cataracts),Sense organs,7
SO_372.1,Aphakia,Sense organs,7
SO_372.2,Dislocation of lens,Sense organs,7
SO_373,Disorders of choroid,Sense organs,7
SO_373.1,Chorioretinal scars,Sense organs,7
SO_373.2,Choroidal degenerations,Sense organs,7
SO_373.5,Choroidal detachment,Sense organs,7
SO_374,Disorders of the retina,Sense organs,7
SO_374.1,Retinal detachments and breaks,Sense organs,7
SO_374.11,Serous retinal detachment,Sense organs,7
SO_374.12,Traction detachment of retina,Sense organs,7
SO_374.13,Horseshoe tear of retina without detachment,Sense organs,7
SO_374.14,Round hole of retina without detachment,Sense organs,7
SO_374.2,Retinoschisis and retinal cysts,Sense organs,7
SO_374.21,Retinoschisis,Sense organs,7
SO_374.22,Retinal cysts,Sense organs,7
SO_374.3,Retinal vasculopathy,Sense organs,7
SO_374.32,Retinal microaneurysms,Sense organs,7
SO_374.33,Retinal neovascularization,Sense organs,7
SO_374.34,Retinal vasculitis,Sense organs,7
SO_374.35,Retinal telangiectasis,Sense organs,7
SO_374.36,Retinal ischemia,Sense organs,7
SO_374.4,Retinopathy,Sense organs,7
SO_374.41,Hypertensive retinopathy,Sense organs,7
SO_374.42,Diabetic retinopathy,Sense organs,7
SO_374.43,Exudative retinopathy,Sense organs,7
SO_374.44,Central serous chorioretinopathy,Sense organs,7
SO_374.5,Macular degeneration,Sense organs,7
SO_374.51,Age-related macular degeneration,Sense organs,7
SO_374.511,Nonexuadative (dry) age-related macular degeneration,Sense organs,7
SO_374.512,Exuadative (wet) age-related macular degeneration,Sense organs,7
SO_374.53,Cystoid macular degeneration,Sense organs,7
SO_374.54,Drusen (degenerative) of macula,Sense organs,7
SO_374.6,Peripheral retinal degeneration,Sense organs,7
SO_374.61,Lattice degeneration of retina,Sense organs,7
SO_374.71,Puckering of macula,Sense organs,7
SO_374.72,Toxic maculopathy of retina,Sense organs,7
SO_374.73,Angioid streaks of macula,Sense organs,7
SO_374.74,"Macular cyst, hole, or pseudohole",Sense organs,7
SO_374.8,Retinal edema,Sense organs,7
SO_374.9,Retinal occlusions,Sense organs,7
SO_374.91,Transient retinal arterial occlusion [Amaurosis fugax],Sense organs,7
SO_375,Abnormal intraocular pressure,Sense organs,7
SO_375.1,Glaucoma,Sense organs,7
SO_375.11,Open angle glaucoma,Sense organs,7
SO_375.111,Capsular glaucoma with pseudoexfoliation of lens,Sense organs,7
SO_375.112,Pigmentary glaucoma,Sense organs,7
SO_375.113,Low-tension glaucoma,Sense organs,7
SO_375.12,Angle-Closure Glaucoma,Sense organs,7
SO_375.6,Ocular hypertension,Sense organs,7
SO_375.61,Blind hypertensive eye,Sense organs,7
SO_375.7,Hypotony of eye,Sense organs,7
SO_376,Disorders of vitreous body,Sense organs,7
SO_376.1,Vitreous degeneration,Sense organs,7
SO_376.2,Vitreous opacities,Sense organs,7
SO_376.21,Crystalline deposits in vitreous body,Sense organs,7
SO_376.22,Vitreous membranes and strands,Sense organs,7
SO_376.3,Vitreous prolapse,Sense organs,7
SO_376.4,Vitreomacular adhesion,Sense organs,7
SO_377,Hemorrhage of the eye,Sense organs,7
SO_377.1,Hemorrhage of orbit,Sense organs,7
SO_377.2,Conjunctival hemorrhage,Sense organs,7
SO_377.3,Choroidal hemorrhage and rupture,Sense organs,7
SO_377.4,Retinal hemorrhage,Sense organs,7
SO_377.5,Vitreous hemorrhage,Sense organs,7
SO_377.6,Hemorrhage in optic nerve sheath,Sense organs,7
SO_377.7,Hemophthalmos,Sense organs,7
SO_377.8,Hyphema,Sense organs,7
SO_379,Infection of the eye,Sense organs,7
SO_379.2,"Eye infection, viral",Sense organs,7
SO_379.3,"Eye infection, toxoplasmosis",Sense organs,7
SO_380,Disorders of optic nerve and visual pathways,Sense organs,7
SO_380.1,Optic neuropathy,Sense organs,7
SO_380.11,Optic neuritis,Sense organs,7
SO_380.12,Ischemic optic neuropathy,Sense organs,7
SO_380.2,Disorders of optic disc,Sense organs,7
SO_380.21,Papilledema,Sense organs,7
SO_380.22,Optic disc drusen,Sense organs,7
SO_380.23,Optic nerve hypoplasia,Sense organs,7
SO_380.24,Pseudopapilledema of optic disc,Sense organs,7
SO_380.3,Optic atrophy,Sense organs,7
SO_380.5,Disorders of visual cortex,Sense organs,7
SO_380.51,Cortical blindness,Sense organs,7
SO_381,Strabismus,Sense organs,7
SO_381.1,Paralytic strabismus [Neurogenic strabismus],Sense organs,7
SO_381.11,Ophthalmoplegia,Sense organs,7
SO_381.3,Esotropia,Sense organs,7
SO_381.31,Alternating esotropia,Sense organs,7
SO_381.32,Accommodative esotropia,Sense organs,7
SO_381.4,Exotropia,Sense organs,7
SO_381.41,Alternating exotropia,Sense organs,7
SO_381.5,Vertical strabismus,Sense organs,7
SO_381.6,Duane's syndrome [Duane anomaly],Sense organs,7
SO_381.7,Cyclotropia,Sense organs,7
SO_381.8,Heterophoria,Sense organs,7
SO_381.81,Esophoria,Sense organs,7
SO_381.82,Exophoria,Sense organs,7
SO_381.83,Cyclophoria,Sense organs,7
SO_382,Other disorders of binocular movement,Sense organs,7
SO_382.1,Impaired convergence,Sense organs,7
SO_382.2,Palsy of conjugate gaze,Sense organs,7
SO_383,Irregular eye movements,Sense organs,7
SO_383.1,Nystagmus,Sense organs,7
SO_383.2,Saccadic eye movements,Sense organs,7
SO_384,Anomalies of pupillary function,Sense organs,7
SO_384.1,Anisocoria,Sense organs,7
SO_384.2,Miosis,Sense organs,7
SO_384.3,Mydriasis,Sense organs,7
SO_384.4,Tonic pupil,Sense organs,7
SO_385,Abnormal results of function studies of eye,Sense organs,7
SO_386,Visual disturbances,Sense organs,7
SO_386.1,Amblyopia,Sense organs,7
SO_386.2,Diplopia,Sense organs,7
SO_386.3,Visual discomfort,Sense organs,7
SO_386.4,Visual field defects,Sense organs,7
SO_386.41,Scotoma,Sense organs,7
SO_386.42,Hemianopia,Sense organs,7
SO_386.43,Constriction of visual field,Sense organs,7
SO_386.5,Color vision deficiencies,Sense organs,7
SO_386.6,Night blindness,Sense organs,7
SO_386.7,Impaired contrast sensitivity,Sense organs,7
SO_386.8,Sudden or transient visual loss,Sense organs,7
SO_386.9,Visual distortions and subjective visual disturbances,Sense organs,7
SO_387,Disorders of refraction and accommodation,Sense organs,7
SO_387.1,Hypermetropia,Sense organs,7
SO_387.2,Myopia,Sense organs,7
SO_387.21,Progressive high (degenerative) myopia,Sense organs,7
SO_387.3,Astigmatism,Sense organs,7
SO_387.4,Presbyopia,Sense organs,7
SO_387.5,Anisometropia,Sense organs,7
SO_387.6,Aniseikonia,Sense organs,7
SO_387.8,Disorders of accommodation,Sense organs,7
SO_388,Blindness and low vision,Sense organs,7
SO_389,Other disorders of eye,Sense organs,7
SO_389.1,Ocular pain,Sense organs,7
SO_389.2,Leucocoria,Sense organs,7
SO_390,Disorders of external ear,Sense organs,7
SO_390.1,Otitis externa,Sense organs,7
SO_390.2,Exostosis of external auditory canal,Sense organs,7
SO_390.4,Impacted cerumen,Sense organs,7
SO_390.5,Stenosis of external ear canal,Sense organs,7
SO_390.6,Perichondritis and chondritis of pinna,Sense organs,7
SO_391,Disorders of the middle ear,Sense organs,7
SO_391.1,Otitis media,Sense organs,7
SO_391.2,Eustachian tube disorders,Sense organs,7
SO_391.21,Eustachian salpingitis,Sense organs,7
SO_391.22,Obstruction of Eustachian tube,Sense organs,7
SO_391.23,Patulous Eustachian tube,Sense organs,7
SO_391.3,Adhesive middle ear disease [Glue ear],Sense organs,7
SO_391.4,Tympanosclerosis,Sense organs,7
SO_391.5,Abnormalities of ear ossicles,Sense organs,7
SO_391.6,Cholesteatoma of middle ear,Sense organs,7
SO_391.7,Perforation of tympanic membrane,Sense organs,7
SO_391.8,Otosclerosis,Sense organs,7
SO_391.9,Myringitis,Sense organs,7
SO_392.1,Otalgia [ear pain],Sense organs,7
SO_392.2,Otorrhea,Sense organs,7
SO_393,Mastoiditis and related conditions,Sense organs,7
SO_394,Disorders of vestibular function,Sense organs,7
SO_394.1,Meniere's disease,Sense organs,7
SO_394.2,Vertigo,Sense organs,7
SO_394.21,Paroxysmal vertigo,Sense organs,7
SO_394.22,Vestibular neuronitis,Sense organs,7
SO_394.23,Central origin vertigo,Sense organs,7
SO_394.4,Abnormal vestibular function study,Sense organs,7
SO_395,Other diseases of inner ear,Sense organs,7
SO_395.1,Labyrinthitis,Sense organs,7
SO_395.2,Labyrinthine fistula,Sense organs,7
SO_396,Hearing impairment,Sense organs,7
SO_396.1,Conductive hearing loss,Sense organs,7
SO_396.2,Sensorineural hearing loss,Sense organs,7
SO_396.3,Mixed conductive and sensorineural hearing loss,Sense organs,7
SO_396.4,Ototoxic hearing loss,Sense organs,7
SO_396.5,Sudden idiopathic hearing loss,Sense organs,7
SO_396.6,Transient ischemic deafness,Sense organs,7
SO_396.7,"Deaf nonspeaking, not elsewhere classified",Sense organs,7
SO_396.8,Bilateral hearing loss,Sense organs,7
SO_396.9,Unilateral hearing loss,Sense organs,7
SO_397,Other hearing abnormality,Sense organs,7
SO_397.1,Tinnitus,Sense organs,7
SO_397.11,Pulsatile tinnitus,Sense organs,7
SO_397.2,Noise effects on inner ear,Sense organs,7
SO_397.3,Hyperacusis,Sense organs,7
SO_398,Other disorders of ear,Sense organs,7
SO_399,Abnormal auditory function study,Sense organs,7
CV_400,Rheumatic fever and chronic rheumatic heart diseases,Cardiovascular,8
CV_400.1,Rheumatic chorea,Cardiovascular,8
CV_400.2,Rheumatic heart disease,Cardiovascular,8
CV_401,Hypertension,Cardiovascular,8
CV_401.1,Essential hypertension,Cardiovascular,8
CV_401.2,Hypertensive heart disease,Cardiovascular,8
CV_401.6,Secondary hypertension,Cardiovascular,8
CV_401.61,Renovascular hypertension,Cardiovascular,8
CV_401.7,Hypertensive crisis,Cardiovascular,8
CV_402,Elevated blood pressure reading without diagnosis of hypertension,Cardiovascular,8
CV_403,Angina pectoris,Cardiovascular,8
CV_403.1,Coronary artery spasm [Coronary vasospasm],Cardiovascular,8
CV_404,Ischemic heart disease,Cardiovascular,8
CV_404.1,Myocardial infarction [Heart attack],Cardiovascular,8
CV_404.11,Acute myocardial infarction,Cardiovascular,8
CV_404.2,Coronary atherosclerosis [Atherosclerotic heart disease],Cardiovascular,8
CV_404.22,Coronary atherosclerosis due to lipid rich plaque,Cardiovascular,8
CV_404.23,Coronary atherosclerosis due to calcified coronary lesion,Cardiovascular,8
CV_406,Pulmonary heart disease,Cardiovascular,8
CV_406.1,Pulmonary hypertension,Cardiovascular,8
CV_406.11,Primary pulmonary hypertension,Cardiovascular,8
CV_406.12,Kyphoscoliotic heart disease,Cardiovascular,8
CV_406.16,Group 4 pulmonary hypertension,Cardiovascular,8
CV_406.2,Acute pulmonary heart disease,Cardiovascular,8
CV_408,Diseases of pulmonary vessels,Cardiovascular,8
CV_410,Inflammation of the heart [Carditis],Cardiovascular,8
CV_410.1,Pericarditis,Cardiovascular,8
CV_410.2,Endocarditis,Cardiovascular,8
CV_410.3,Myocarditis,Cardiovascular,8
CV_411,Other diseases of pericardium,Cardiovascular,8
CV_411.1,Hemopericardium NEC,Cardiovascular,8
CV_411.2,Pericardial effusion (noninflammatory),Cardiovascular,8
CV_411.3,Cardiac tamponade,Cardiovascular,8
CV_413,Heart valve disorders,Cardiovascular,8
CV_413.1,Mitral valve disorders,Cardiovascular,8
CV_413.11,Mitral valve insufficiency,Cardiovascular,8
CV_413.12,Mitral valve prolapse,Cardiovascular,8
CV_413.13,Mitral valve stenosis,Cardiovascular,8
CV_413.2,Aortic valve disorders,Cardiovascular,8
CV_413.21,Aortic stenosis,Cardiovascular,8
CV_413.22,Aortic insufficiency,Cardiovascular,8
CV_413.3,Tricuspid valve disorders,Cardiovascular,8
CV_413.31,Tricuspid value stenosis,Cardiovascular,8
CV_413.32,Tricuspid value insufficiency,Cardiovascular,8
CV_413.4,Pulmonary valve disorders,Cardiovascular,8
CV_413.41,Pulmonary valve stenosis,Cardiovascular,8
CV_413.42,Pulmonary valve insufficiency,Cardiovascular,8
CV_413.6,Heart valve replaced,Cardiovascular,8
CV_414,Cardiomyopathy,Cardiovascular,8
CV_414.1,Hypertrophic cardiomyopathy,Cardiovascular,8
CV_414.11,Hypertrophic obstructive cardiomyopathy,Cardiovascular,8
CV_414.2,Dilated cardiomyopathy,Cardiovascular,8
CV_414.3,Alcoholic cardiomyopathy,Cardiovascular,8
CV_414.5,Ischemic cardiomyopathy,Cardiovascular,8
CV_414.6,Endomyocardial (eosinophilic) disease [Endomyocardial fibrosis],Cardiovascular,8
CV_414.7,Endocardial fibroelastosis,Cardiovascular,8
CV_414.8,Restrictive cardiomyopathy,Cardiovascular,8
CV_414.9,Takotsubo syndrome [Stress cardiomyopathy],Cardiovascular,8
CV_416,Cardiac arrhythmia and conduction disorders,Cardiovascular,8
CV_416.1,Paroxysmal tachycardia,Cardiovascular,8
CV_416.11,Supraventricular tachycardia,Cardiovascular,8
CV_416.12,Ventricular tachycardia,Cardiovascular,8
CV_416.121,Torsades de pointes,Cardiovascular,8
CV_416.2,Atrial fibrillation and flutter,Cardiovascular,8
CV_416.21,Atrial fibrillation,Cardiovascular,8
CV_416.211,Paroxysmal atrial fibrillation,Cardiovascular,8
CV_416.212,Persistent atrial fibrillation,Cardiovascular,8
CV_416.213,Chronic atrial fibrillation,Cardiovascular,8
CV_416.214,Permanent atrial fibrillation,Cardiovascular,8
CV_416.22,Atrial flutter,Cardiovascular,8
CV_416.221,Typical atrial flutter,Cardiovascular,8
CV_416.222,Atypical atrial flutter,Cardiovascular,8
CV_416.3,Ventricular fibrillation and flutter,Cardiovascular,8
CV_416.31,Ventricular fibrillation,Cardiovascular,8
CV_416.32,Ventricular flutter,Cardiovascular,8
CV_416.4,Heart block,Cardiovascular,8
